village,district,state
Dhan Kote (Un-inhabited),Jammu,JAMMU & KASHMIR
Beli Tooran (Un-inhabited),Jammu,JAMMU & KASHMIR
Chanore,Jammu,JAMMU & KASHMIR
Machhial,Jammu,JAMMU & KASHMIR
Salal Pur,Jammu,JAMMU & KASHMIR
Bhangor,Jammu,JAMMU & KASHMIR
Rattan Pur Gordiyal,Jammu,JAMMU & KASHMIR
Saharan(Sanaran),Jammu,JAMMU & KASHMIR
Chak Lahori,Jammu,JAMMU & KASHMIR
Rathua,Jammu,JAMMU & KASHMIR
Chak Taru,Jammu,JAMMU & KASHMIR
Tikri Dayalan,Jammu,JAMMU & KASHMIR
Tikri Rakawalan,Jammu,JAMMU & KASHMIR
Gho Manhasan,Jammu,JAMMU & KASHMIR
Chak Laldin,Jammu,JAMMU & KASHMIR
Chak Dai,Jammu,JAMMU & KASHMIR
Sair Rakwalan (Sair Ratnalan),Jammu,JAMMU & KASHMIR
Bhad Rode,Jammu,JAMMU & KASHMIR
Khanpur Bhawan,Jammu,JAMMU & KASHMIR
Khiyarian,Jammu,JAMMU & KASHMIR
Trilok Pur,Jammu,JAMMU & KASHMIR
Ranjit Pur,Jammu,JAMMU & KASHMIR
Khar Bujuh,Jammu,JAMMU & KASHMIR
Suhawda,Jammu,JAMMU & KASHMIR
Nandni,Jammu,JAMMU & KASHMIR
Nandpur Rakwalan,Jammu,JAMMU & KASHMIR
Chhani Nanak,Jammu,JAMMU & KASHMIR
Gasit Pur,Jammu,JAMMU & KASHMIR
Thalwal,Jammu,JAMMU & KASHMIR
Chak Gandu,Jammu,JAMMU & KASHMIR
Raipur Jagir,Jammu,JAMMU & KASHMIR
Alora,Jammu,JAMMU & KASHMIR
Suhanjina,Jammu,JAMMU & KASHMIR
Bhar Mali,Jammu,JAMMU & KASHMIR
Thera,Jammu,JAMMU & KASHMIR
Sandwan,Jammu,JAMMU & KASHMIR
Suhagni,Jammu,JAMMU & KASHMIR
Chak Dali,Jammu,JAMMU & KASHMIR
Thub (Un-inhabited),Jammu,JAMMU & KASHMIR
Singoo Tehra (Un-inhabited),Jammu,JAMMU & KASHMIR
Jhumbian Bhawan (Un-inhabited),Jammu,JAMMU & KASHMIR
Chak Chanu,Jammu,JAMMU & KASHMIR
Kokdiyan,Jammu,JAMMU & KASHMIR
Hari Pur (Un-inhabited),Jammu,JAMMU & KASHMIR
Makwal,Jammu,JAMMU & KASHMIR
Marar Pur,Jammu,JAMMU & KASHMIR
Tiko Teda,Jammu,JAMMU & KASHMIR
Karwal,Jammu,JAMMU & KASHMIR
Chak Bindrali,Jammu,JAMMU & KASHMIR
Chak Habib,Jammu,JAMMU & KASHMIR
Hari Pur Manhasan,Jammu,JAMMU & KASHMIR
Chak Burah ,Jammu,JAMMU & KASHMIR
Chak Panotra,Jammu,JAMMU & KASHMIR
Pahlad Pur,Jammu,JAMMU & KASHMIR
Taraf Khiarian ,Jammu,JAMMU & KASHMIR
Karpal Pur Charkan,Jammu,JAMMU & KASHMIR
Chak Sardar Attar Singh,Jammu,JAMMU & KASHMIR
Chak Doulat,Jammu,JAMMU & KASHMIR
Chak Ganeshu,Jammu,JAMMU & KASHMIR
Chak Lalushah,Jammu,JAMMU & KASHMIR
Chak Surhe,Jammu,JAMMU & KASHMIR
Chak Sheru,Jammu,JAMMU & KASHMIR
Ram Bagh,Jammu,JAMMU & KASHMIR
Mandal,Jammu,JAMMU & KASHMIR
Chak Jogi,Jammu,JAMMU & KASHMIR
Chak Gasian,Jammu,JAMMU & KASHMIR
Kahliyan,Jammu,JAMMU & KASHMIR
Dangah,Jammu,JAMMU & KASHMIR
Chak Malikhan,Jammu,JAMMU & KASHMIR
Jwala Pur,Jammu,JAMMU & KASHMIR
Sum,Jammu,JAMMU & KASHMIR
Top Manhasan,Jammu,JAMMU & KASHMIR
Lachman Pur,Jammu,JAMMU & KASHMIR
Chak Sardar Desa Singh,Jammu,JAMMU & KASHMIR
Dond Pur,Jammu,JAMMU & KASHMIR
Mokhra,Jammu,JAMMU & KASHMIR
Chak Nawade,Jammu,JAMMU & KASHMIR
Chak Bhopat,Jammu,JAMMU & KASHMIR
Sapuran Pur,Jammu,JAMMU & KASHMIR
Khandwal,Jammu,JAMMU & KASHMIR
Laliyal,Jammu,JAMMU & KASHMIR
Nandwal,Jammu,JAMMU & KASHMIR
Chak Chiban,Jammu,JAMMU & KASHMIR
Chak Alam ,Jammu,JAMMU & KASHMIR
Chak Bad Kulian (Un-inhabited),Jammu,JAMMU & KASHMIR
Chak Mangao (Chak Manga),Jammu,JAMMU & KASHMIR
Nand Pur Gojran,Jammu,JAMMU & KASHMIR
Shehzad Pur Gojran,Jammu,JAMMU & KASHMIR
Rakh Chatha,Jammu,JAMMU & KASHMIR
Hakal,Jammu,JAMMU & KASHMIR
Reka,Jammu,JAMMU & KASHMIR
Dongiyan,Jammu,JAMMU & KASHMIR
Bawaliyana,Jammu,JAMMU & KASHMIR
Gidar Galiyan (Gadar Galiyan),Jammu,JAMMU & KASHMIR
Darap(Dedp),Jammu,JAMMU & KASHMIR
Suha Wada,Jammu,JAMMU & KASHMIR
Ismail Pur,Jammu,JAMMU & KASHMIR
Sikander Pur,Jammu,JAMMU & KASHMIR
Khwas Khan,Jammu,JAMMU & KASHMIR
Prithipur,Jammu,JAMMU & KASHMIR
Nougaran,Jammu,JAMMU & KASHMIR
Kotli Charkan,Jammu,JAMMU & KASHMIR
Bahadur Khan,Jammu,JAMMU & KASHMIR
Chak Lala,Jammu,JAMMU & KASHMIR
Sultan Pur,Jammu,JAMMU & KASHMIR
Majhin,Jammu,JAMMU & KASHMIR
Rangora,Jammu,JAMMU & KASHMIR
Dwara,Jammu,JAMMU & KASHMIR
Bain Majialta (Bain Majial),Jammu,JAMMU & KASHMIR
Malhori Jagir,Jammu,JAMMU & KASHMIR
Kopar,Jammu,JAMMU & KASHMIR
Chak Lodgam,Jammu,JAMMU & KASHMIR
Par Galta,Jammu,JAMMU & KASHMIR
Khana Chorgol,Jammu,JAMMU & KASHMIR
Bhed Gran,Jammu,JAMMU & KASHMIR
Aitham,Jammu,JAMMU & KASHMIR
Sahal Jagir,Jammu,JAMMU & KASHMIR
Bhalwal (CT),Jammu,JAMMU & KASHMIR
Raipur Domana (CT),Jammu,JAMMU & KASHMIR
Chak Ratnu (CT),Jammu,JAMMU & KASHMIR
Nagrota (CT),Jammu,JAMMU & KASHMIR
Chak  Kalu (CT),Jammu,JAMMU & KASHMIR
Rakh Gadi Garh (CT),Jammu,JAMMU & KASHMIR
Bhore (CT),Jammu,JAMMU & KASHMIR
Chhatha (CT),Jammu,JAMMU & KASHMIR
Kamini (OG),Jammu,JAMMU & KASHMIR
Khanpur (OG),Jammu,JAMMU & KASHMIR
Setani (OG),Jammu,JAMMU & KASHMIR
Rakh Bahu (OG),Jammu,JAMMU & KASHMIR
Chhani Kamala (OG),Jammu,JAMMU & KASHMIR
Chak Jalu (OG),Jammu,JAMMU & KASHMIR
Sunjwan (OG),Jammu,JAMMU & KASHMIR
Gadi Garh (OG),Jammu,JAMMU & KASHMIR
Raipur (OG),Jammu,JAMMU & KASHMIR
Rakh Raipur (OG),Jammu,JAMMU & KASHMIR
Chak Gulami (OG),Jammu,JAMMU & KASHMIR
Gujral (OG),Jammu,JAMMU & KASHMIR
Chwadi (OG),Jammu,JAMMU & KASHMIR
Keran (OG),Jammu,JAMMU & KASHMIR
Satwari (OG),Jammu,JAMMU & KASHMIR
Narwal Bala (OG) (Part),Jammu,JAMMU & KASHMIR
Chhani Raman (OG) (Part),Jammu,JAMMU & KASHMIR
Chhani Beja (OG) (Part),Jammu,JAMMU & KASHMIR
Deeli (OG) (Part),Jammu,JAMMU & KASHMIR
Gangial (OG) (Part),Jammu,JAMMU & KASHMIR
Hazuri Bagh (OG) (Part),Jammu,JAMMU & KASHMIR
Muthi (OG) (Part),Jammu,JAMMU & KASHMIR
Barnayi (OG) (Part),Jammu,JAMMU & KASHMIR
Dharmal (OG) (Part),Jammu,JAMMU & KASHMIR
Chanor (OG) (Part),Jammu,JAMMU & KASHMIR
Ranbir Singh Pora,Jammu,JAMMU & KASHMIR
Sangyal (Un-inhabited),Jammu,JAMMU & KASHMIR
Chak Jajua,Jammu,JAMMU & KASHMIR
Khar Khola (Un-inhabited),Jammu,JAMMU & KASHMIR
Chak Hanso (Un-inhabited),Jammu,JAMMU & KASHMIR
Magral,Jammu,JAMMU & KASHMIR
Kotla Manahasan (Un-inhabited),Jammu,JAMMU & KASHMIR
Sangral (Un-inhabited),Jammu,JAMMU & KASHMIR
Khat Mariyan (Un-inhabited),Jammu,JAMMU & KASHMIR
Berah,Jammu,JAMMU & KASHMIR
Kotli Kanagoian (Un-inhabited),Jammu,JAMMU & KASHMIR
Raipur Syedan,Jammu,JAMMU & KASHMIR
Samka,Jammu,JAMMU & KASHMIR
Kotli Kukan,Jammu,JAMMU & KASHMIR
Shahpur Taukanwali,Jammu,JAMMU & KASHMIR
Fatehpur Brahmana,Jammu,JAMMU & KASHMIR
Fatehpur Slaharian,Jammu,JAMMU & KASHMIR
Chak Agra,Jammu,JAMMU & KASHMIR
Bhi Karama (Un-inhabited),Jammu,JAMMU & KASHMIR
Badhyal Brahamana,Jammu,JAMMU & KASHMIR
Kadyal,Jammu,JAMMU & KASHMIR
Kotli Arjan Singh,Jammu,JAMMU & KASHMIR
Jasour,Jammu,JAMMU & KASHMIR
Kheper,Jammu,JAMMU & KASHMIR
Nari,Jammu,JAMMU & KASHMIR
Gazipur,Jammu,JAMMU & KASHMIR
Kalas,Jammu,JAMMU & KASHMIR
Rakh Nihalpur Simbal (Un-inhabited),Jammu,JAMMU & KASHMIR
Makhan Pur Gojran,Jammu,JAMMU & KASHMIR
Malik Pur,Jammu,JAMMU & KASHMIR
Darsopur,Jammu,JAMMU & KASHMIR
Bansultan,Jammu,JAMMU & KASHMIR
Kharian,Jammu,JAMMU & KASHMIR
Kotli Mian Fateh,Jammu,JAMMU & KASHMIR
Gazia,Jammu,JAMMU & KASHMIR
Langotian,Jammu,JAMMU & KASHMIR
Baina Garh,Jammu,JAMMU & KASHMIR
Bhaw,Jammu,JAMMU & KASHMIR
Chak Shian,Jammu,JAMMU & KASHMIR
Chak Alawal,Jammu,JAMMU & KASHMIR
Tutray,Jammu,JAMMU & KASHMIR
Ganda,Jammu,JAMMU & KASHMIR
Mehsian,Jammu,JAMMU & KASHMIR
Mamka,Jammu,JAMMU & KASHMIR
Kirpind,Jammu,JAMMU & KASHMIR
Ratian,Jammu,JAMMU & KASHMIR
Tanda,Jammu,JAMMU & KASHMIR
Meluwal,Jammu,JAMMU & KASHMIR
Kotli Shah Dola,Jammu,JAMMU & KASHMIR
Khotian,Jammu,JAMMU & KASHMIR
Chak Talab (Chak Tahab),Jammu,JAMMU & KASHMIR
Bagamarh,Jammu,JAMMU & KASHMIR
Thikrian,Jammu,JAMMU & KASHMIR
Gagian,Jammu,JAMMU & KASHMIR
Brota,Jammu,JAMMU & KASHMIR
Kotli Galabana,Jammu,JAMMU & KASHMIR
Puro Bhan,Jammu,JAMMU & KASHMIR
Chak Khana,Jammu,JAMMU & KASHMIR
Langrial,Jammu,JAMMU & KASHMIR
Baspur,Jammu,JAMMU & KASHMIR
Barsal Pur,Jammu,JAMMU & KASHMIR
Choga,Jammu,JAMMU & KASHMIR
Bega,Jammu,JAMMU & KASHMIR
Layan,Jammu,JAMMU & KASHMIR
Chak Chandu,Jammu,JAMMU & KASHMIR
Rattan Shahab,Jammu,JAMMU & KASHMIR
Abdulian (Un-inhabited),Jammu,JAMMU & KASHMIR
Korutana Khurd,Jammu,JAMMU & KASHMIR
Nijabat Pur,Jammu,JAMMU & KASHMIR
Bidi Pur Jatan,Jammu,JAMMU & KASHMIR
Bhoj Pur,Jammu,JAMMU & KASHMIR
Kotli Mirdian,Jammu,JAMMU & KASHMIR
Korutana Kalan,Jammu,JAMMU & KASHMIR
Kaloye ,Jammu,JAMMU & KASHMIR
Dher,Jammu,JAMMU & KASHMIR
Sandeh,Jammu,JAMMU & KASHMIR
Rangpur Malanian,Jammu,JAMMU & KASHMIR
Motha,Jammu,JAMMU & KASHMIR
Rangpur Sadre,Jammu,JAMMU & KASHMIR
Amin Pur,Jammu,JAMMU & KASHMIR
Sidhar,Jammu,JAMMU & KASHMIR
Purana Pind,Jammu,JAMMU & KASHMIR
Khamb,Jammu,JAMMU & KASHMIR
Sunder Pur,Jammu,JAMMU & KASHMIR
Drawatey,Jammu,JAMMU & KASHMIR
Chohala,Jammu,JAMMU & KASHMIR
Bagazina,Jammu,JAMMU & KASHMIR
Jaindhar,Jammu,JAMMU & KASHMIR
Kolan,Jammu,JAMMU & KASHMIR
Khaur Deonian,Jammu,JAMMU & KASHMIR
Phin Dhar,Jammu,JAMMU & KASHMIR
Chak Harni ,Jammu,JAMMU & KASHMIR
Kotli  Mian Bagwan Singh,Jammu,JAMMU & KASHMIR
Mehlu,Jammu,JAMMU & KASHMIR
Jindhar Kalan,Jammu,JAMMU & KASHMIR
Raipur Gojran,Jammu,JAMMU & KASHMIR
Chak Aslam,Jammu,JAMMU & KASHMIR
Kutub Nizam,Jammu,JAMMU & KASHMIR
Dablehar,Jammu,JAMMU & KASHMIR
Chak Bukhtawar,Jammu,JAMMU & KASHMIR
Chak Mohdyar,Jammu,JAMMU & KASHMIR
Gondla,Jammu,JAMMU & KASHMIR
Agwan,Jammu,JAMMU & KASHMIR
Chak Musa,Jammu,JAMMU & KASHMIR
Bhadyal Qazian,Jammu,JAMMU & KASHMIR
Mokhey,Jammu,JAMMU & KASHMIR
Satrayan Khurd,Jammu,JAMMU & KASHMIR
Satrayan Kalan,Jammu,JAMMU & KASHMIR
Tohama,Jammu,JAMMU & KASHMIR
Chak Bhapa (Un-inhabited),Jammu,JAMMU & KASHMIR
Satowali,Jammu,JAMMU & KASHMIR
Rakh Sheikh Fateh Mohmad Pur,Jammu,JAMMU & KASHMIR
Phalora,Jammu,JAMMU & KASHMIR
Suchet Garh,Jammu,JAMMU & KASHMIR
Lalyandi (Un-inhabited),Jammu,JAMMU & KASHMIR
Abdal,Jammu,JAMMU & KASHMIR
Rakh Phalora ,Jammu,JAMMU & KASHMIR
Khushal Pur,Jammu,JAMMU & KASHMIR
Fatehpur Shekhan,Jammu,JAMMU & KASHMIR
Bhatia (Un-inhabited),Jammu,JAMMU & KASHMIR
Chak Fatu,Jammu,JAMMU & KASHMIR
Haripur,Jammu,JAMMU & KASHMIR
Sadre,Jammu,JAMMU & KASHMIR
Talia,Jammu,JAMMU & KASHMIR
Tiba   Bhian,Jammu,JAMMU & KASHMIR
 Makhdum,Jammu,JAMMU & KASHMIR
Arazi Badyal (Un-inhabited),Jammu,JAMMU & KASHMIR
Bokari,Jammu,JAMMU & KASHMIR
Seer,Jammu,JAMMU & KASHMIR
Balah,Jammu,JAMMU & KASHMIR
Chak Preman,Jammu,JAMMU & KASHMIR
Chak Bala,Jammu,JAMMU & KASHMIR
Rathana,Jammu,JAMMU & KASHMIR
Chak Nank,Jammu,JAMMU & KASHMIR
Salaher,Jammu,JAMMU & KASHMIR
Chak Tahir,Jammu,JAMMU & KASHMIR
Chak Jagtoo,Jammu,JAMMU & KASHMIR
Gandli,Jammu,JAMMU & KASHMIR
Qadar Pur,Jammu,JAMMU & KASHMIR
Bhalser,Jammu,JAMMU & KASHMIR
Kalyana,Jammu,JAMMU & KASHMIR
Biaspur,Jammu,JAMMU & KASHMIR
Kotli Mafi,Jammu,JAMMU & KASHMIR
Kotli Araiyan,Jammu,JAMMU & KASHMIR
Magowali,Jammu,JAMMU & KASHMIR
Nanoagali(Nanowal),Jammu,JAMMU & KASHMIR
Kotli Ditta ,Jammu,JAMMU & KASHMIR
Chak Wahab Din,Jammu,JAMMU & KASHMIR
Chak Baja,Jammu,JAMMU & KASHMIR
Dangre,Jammu,JAMMU & KASHMIR
Rakh Haripur,Jammu,JAMMU & KASHMIR
Ghodey Bhains,Jammu,JAMMU & KASHMIR
Kang,Jammu,JAMMU & KASHMIR
Bhoman,Jammu,JAMMU & KASHMIR
Kapur Pur,Jammu,JAMMU & KASHMIR
Mooluwal (Un-inhabited),Jammu,JAMMU & KASHMIR
Gulab Garh (Un-inhabited),Jammu,JAMMU & KASHMIR
Partab Kot (Un-inhabited),Jammu,JAMMU & KASHMIR
Gharana,Jammu,JAMMU & KASHMIR
Nawan Pind (Un-inhabited),Jammu,JAMMU & KASHMIR
Gharani,Jammu,JAMMU & KASHMIR
 Dillon ,Jammu,JAMMU & KASHMIR
Chak Roi,Jammu,JAMMU & KASHMIR
Hansa,Jammu,JAMMU & KASHMIR
Mana,Jammu,JAMMU & KASHMIR
Barley,Jammu,JAMMU & KASHMIR
Parlah,Jammu,JAMMU & KASHMIR
Mohan Pur ,Jammu,JAMMU & KASHMIR
Chak Shera,Jammu,JAMMU & KASHMIR
Ladwal (Un-inhabited),Jammu,JAMMU & KASHMIR
Talhar,Jammu,JAMMU & KASHMIR
Panj Graian,Jammu,JAMMU & KASHMIR
Jangwal,Jammu,JAMMU & KASHMIR
Molu Chak,Jammu,JAMMU & KASHMIR
Pindi Sarochan Kalan,Jammu,JAMMU & KASHMIR
Diwan Garh,Jammu,JAMMU & KASHMIR
Rahman Garh (Un-inhabited),Jammu,JAMMU & KASHMIR
Jajowal,Jammu,JAMMU & KASHMIR
Behra Chak (Un-inhabited),Jammu,JAMMU & KASHMIR
Hamja (Un-inhabited),Jammu,JAMMU & KASHMIR
Jora ,Jammu,JAMMU & KASHMIR
Atay Wali (Un-inhabited),Jammu,JAMMU & KASHMIR
Chak Jogan (Un-inhabited),Jammu,JAMMU & KASHMIR
Nikowal,Jammu,JAMMU & KASHMIR
Bidhipur Bana (Un-inhabited),Jammu,JAMMU & KASHMIR
Rakh Jeora,Jammu,JAMMU & KASHMIR
Sai Khurd,Jammu,JAMMU & KASHMIR
Sai Kalan,Jammu,JAMMU & KASHMIR
Chak Bhula,Jammu,JAMMU & KASHMIR
Togowali (Un-inhabited),Jammu,JAMMU & KASHMIR
Sri Gulab Singh Pura (Un-inhabited),Jammu,JAMMU & KASHMIR
Dhande Kalan (CT),Jammu,JAMMU & KASHMIR
Maralia (CT),Jammu,JAMMU & KASHMIR
Nihalpur Simbal (CT),Jammu,JAMMU & KASHMIR
Bishnah,Jammu,JAMMU & KASHMIR
Jindor Khurd,Jammu,JAMMU & KASHMIR
Mohmud Pur,Jammu,JAMMU & KASHMIR
Dhende Khurd,Jammu,JAMMU & KASHMIR
Chak Abtara,Jammu,JAMMU & KASHMIR
Chak Jaralan,Jammu,JAMMU & KASHMIR
Chak Chuha,Jammu,JAMMU & KASHMIR
Bag Jogian,Jammu,JAMMU & KASHMIR
Kanhal,Jammu,JAMMU & KASHMIR
Bhatiyari,Jammu,JAMMU & KASHMIR
Fatwal,Jammu,JAMMU & KASHMIR
Chak Bana Brahamana,Jammu,JAMMU & KASHMIR
Jhumian Brahmana(Jhomian Brahmana),Jammu,JAMMU & KASHMIR
Chak Murar,Jammu,JAMMU & KASHMIR
Saror,Jammu,JAMMU & KASHMIR
Najwal,Jammu,JAMMU & KASHMIR
Kalwal,Jammu,JAMMU & KASHMIR
Chak Mian Sahib Singh,Jammu,JAMMU & KASHMIR
Godwal,Jammu,JAMMU & KASHMIR
Karyal Brahamana,Jammu,JAMMU & KASHMIR
Kheri,Jammu,JAMMU & KASHMIR
Laliyan (Sri Partap Singh Pora),Jammu,JAMMU & KASHMIR
Jhumian Jatan,Jammu,JAMMU & KASHMIR
Chorli,Jammu,JAMMU & KASHMIR
Harseh Dabar,Jammu,JAMMU & KASHMIR
Deoli,Jammu,JAMMU & KASHMIR
Laswara,Jammu,JAMMU & KASHMIR
Makhan Purcharkan,Jammu,JAMMU & KASHMIR
Pandiri Brahamana,Jammu,JAMMU & KASHMIR
Chak Hasal (Chak Hasil),Jammu,JAMMU & KASHMIR
Chak Waziro  Brahmana,Jammu,JAMMU & KASHMIR
Traf Brahmana,Jammu,JAMMU & KASHMIR
Karel Manhasan,Jammu,JAMMU & KASHMIR
Chak Ratnal (Un-inhabited),Jammu,JAMMU & KASHMIR
Budha Pehal (Un-inhabited),Jammu,JAMMU & KASHMIR
Shahpur Brahamana,Jammu,JAMMU & KASHMIR
Atma Pur,Jammu,JAMMU & KASHMIR
Khoji Pur,Jammu,JAMMU & KASHMIR
Dulehan,Jammu,JAMMU & KASHMIR
Chak Mian Sukha Singh,Jammu,JAMMU & KASHMIR
Sangli,Jammu,JAMMU & KASHMIR
Chak Suba,Jammu,JAMMU & KASHMIR
Chak Qader,Jammu,JAMMU & KASHMIR
Chak Patyari,Jammu,JAMMU & KASHMIR
Chak Keshab,Jammu,JAMMU & KASHMIR
Chak Bhana Jatan,Jammu,JAMMU & KASHMIR
Mujua Lakhmi,Jammu,JAMMU & KASHMIR
Rakh Mangal,Jammu,JAMMU & KASHMIR
Mojoa Uttami,Jammu,JAMMU & KASHMIR
Chak Jawahir Singh,Jammu,JAMMU & KASHMIR
Chak Umra,Jammu,JAMMU & KASHMIR
Nandrol,Jammu,JAMMU & KASHMIR
Rehal Dhamalian (Rihal Dhamalian),Jammu,JAMMU & KASHMIR
Rehal Kalandrian (Rihal Kalandrian),Jammu,JAMMU & KASHMIR
Poondowal (Un-inhabited),Jammu,JAMMU & KASHMIR
Pandori Manhasan,Jammu,JAMMU & KASHMIR
Morecha Pur,Jammu,JAMMU & KASHMIR
Pasgal,Jammu,JAMMU & KASHMIR
Chak Keeman,Jammu,JAMMU & KASHMIR
Chak Majra ,Jammu,JAMMU & KASHMIR
Adlehar,Jammu,JAMMU & KASHMIR
Bidipur Salarian ,Jammu,JAMMU & KASHMIR
Bamnal,Jammu,JAMMU & KASHMIR
Syed Garh,Jammu,JAMMU & KASHMIR
Mangal,Jammu,JAMMU & KASHMIR
Chak Chamman,Jammu,JAMMU & KASHMIR
Muzaffar Pur,Jammu,JAMMU & KASHMIR
Chak Bhagwana,Jammu,JAMMU & KASHMIR
Bahadur Pur,Jammu,JAMMU & KASHMIR
Chak Shivo,Jammu,JAMMU & KASHMIR
Sheikh Pura,Jammu,JAMMU & KASHMIR
Kilich Pur,Jammu,JAMMU & KASHMIR
Chak Fateh Khan,Jammu,JAMMU & KASHMIR
Karyal Khurd,Jammu,JAMMU & KASHMIR
Marhol,Jammu,JAMMU & KASHMIR
Pachel,Jammu,JAMMU & KASHMIR
Kuhal Kalan,Jammu,JAMMU & KASHMIR
Kuhal Khurd,Jammu,JAMMU & KASHMIR
Sohag Pur,Jammu,JAMMU & KASHMIR
Chak Ramdass,Jammu,JAMMU & KASHMIR
Puwal,Jammu,JAMMU & KASHMIR
Karyal Kalan,Jammu,JAMMU & KASHMIR
Khwas Pur,Jammu,JAMMU & KASHMIR
Kotla,Jammu,JAMMU & KASHMIR
Kathar,Jammu,JAMMU & KASHMIR
Ranjit Pur,Jammu,JAMMU & KASHMIR
Nandpur,Jammu,JAMMU & KASHMIR
Sri Gulab Singh Pora (Un-inhabited),Jammu,JAMMU & KASHMIR
Partap Garh (Un-inhabited),Jammu,JAMMU & KASHMIR
Dowahli (Un-inhabited),Jammu,JAMMU & KASHMIR
Pindi Charkan Kalan,Jammu,JAMMU & KASHMIR
Allah,Jammu,JAMMU & KASHMIR
Pindi Charkan Khurd,Jammu,JAMMU & KASHMIR
Chak Wagira Aryian (Un-inhabited) ,Jammu,JAMMU & KASHMIR
Kotli Bagbana,Jammu,JAMMU & KASHMIR
Chak Goriyan,Jammu,JAMMU & KASHMIR
Rang Pur Trera,Jammu,JAMMU & KASHMIR
Trera,Jammu,JAMMU & KASHMIR
Lalu Pur,Jammu,JAMMU & KASHMIR
Tara Pur (Un-inhabited),Jammu,JAMMU & KASHMIR
Aaj Pur (Un-inhabited),Jammu,JAMMU & KASHMIR
Kotli Kuzian,Jammu,JAMMU & KASHMIR
Chak Jandran,Jammu,JAMMU & KASHMIR
Jabowal Khurd,Jammu,JAMMU & KASHMIR
Jabowal Kalan (Un-inhabited),Jammu,JAMMU & KASHMIR
Pindi Sarochanan Khurd,Jammu,JAMMU & KASHMIR
Pathey (Un-inhabited),Jammu,JAMMU & KASHMIR
Shah Pur Jattan (Un-inhabited),Jammu,JAMMU & KASHMIR
Jadran (Un-inhabited),Jammu,JAMMU & KASHMIR
Kot Kuba (Un-inhabited),Jammu,JAMMU & KASHMIR
Kotha,Jammu,JAMMU & KASHMIR
Changiya,Jammu,JAMMU & KASHMIR
Kudwal,Jammu,JAMMU & KASHMIR
Channana,Jammu,JAMMU & KASHMIR
Ratnal,Jammu,JAMMU & KASHMIR
Kothay Sainia ,Jammu,JAMMU & KASHMIR
Rakh Arnia,Jammu,JAMMU & KASHMIR
Samba,Samba,JAMMU & KASHMIR
Samba,Samba,JAMMU & KASHMIR
Chani Mansar,Samba,JAMMU & KASHMIR
Deawan,Samba,JAMMU & KASHMIR
Kat Walta,Samba,JAMMU & KASHMIR
Purmandal,Samba,JAMMU & KASHMIR
Talhar,Samba,JAMMU & KASHMIR
Padal,Samba,JAMMU & KASHMIR
Rajoul,Samba,JAMMU & KASHMIR
Khathar Brahmana,Samba,JAMMU & KASHMIR
Kumi,Samba,JAMMU & KASHMIR
Mahur Grah,Samba,JAMMU & KASHMIR
Dergarh,Samba,JAMMU & KASHMIR
Bapanir Garh,Samba,JAMMU & KASHMIR
Gogar,Samba,JAMMU & KASHMIR
Jamudah,Samba,JAMMU & KASHMIR
Papar Brahmana,Samba,JAMMU & KASHMIR
Papar Abtara,Samba,JAMMU & KASHMIR
Kali Nawi,Samba,JAMMU & KASHMIR
Kali Purani,Samba,JAMMU & KASHMIR
Sarain,Samba,JAMMU & KASHMIR
Ret,Samba,JAMMU & KASHMIR
Badla Denonion(Badla Deoniyar),Samba,JAMMU & KASHMIR
Badla Brahmana,Samba,JAMMU & KASHMIR
Gahani Alna,Samba,JAMMU & KASHMIR
Labli,Samba,JAMMU & KASHMIR
Parthal,Samba,JAMMU & KASHMIR
Sangar,Samba,JAMMU & KASHMIR
Rakh Chidk,Samba,JAMMU & KASHMIR
Khara Madhana,Samba,JAMMU & KASHMIR
Sombli,Samba,JAMMU & KASHMIR
Kartholi,Samba,JAMMU & KASHMIR
Rajpur Kuhlar,Samba,JAMMU & KASHMIR
Rakh Rajpur,Samba,JAMMU & KASHMIR
Basi Khurd,Samba,JAMMU & KASHMIR
Palli,Samba,JAMMU & KASHMIR
Rakh Barai,Samba,JAMMU & KASHMIR
Kishenpur,Samba,JAMMU & KASHMIR
Marhun,Samba,JAMMU & KASHMIR
Bagla,Samba,JAMMU & KASHMIR
Bhekari (Pekhari),Samba,JAMMU & KASHMIR
Nathwal,Samba,JAMMU & KASHMIR
Sangwal,Samba,JAMMU & KASHMIR
Badhwal,Samba,JAMMU & KASHMIR
Rajindarpura (Bagona),Samba,JAMMU & KASHMIR
Sadral,Samba,JAMMU & KASHMIR
Anand Pur,Samba,JAMMU & KASHMIR
Nagrota,Samba,JAMMU & KASHMIR
Motliyan Kalan,Samba,JAMMU & KASHMIR
Motliyan Khurd,Samba,JAMMU & KASHMIR
Bardon,Samba,JAMMU & KASHMIR
Kherdi,Samba,JAMMU & KASHMIR
Nangal,Samba,JAMMU & KASHMIR
Sarna,Samba,JAMMU & KASHMIR
Patiyari,Samba,JAMMU & KASHMIR
Theri Charai ,Samba,JAMMU & KASHMIR
Jar Mananu (Un-inhabited),Samba,JAMMU & KASHMIR
Dhantah,Samba,JAMMU & KASHMIR
Tondah,Samba,JAMMU & KASHMIR
Dhorah,Samba,JAMMU & KASHMIR
Mulath,Samba,JAMMU & KASHMIR
Bharath Gar,Samba,JAMMU & KASHMIR
Jatah,Samba,JAMMU & KASHMIR
