news_id,article_id,article_title,date_prediction,event,event_type
6172,1357,Naresh Goyal created tax evading schemes to siphon off funds abroad: ED,"[('2019-08-24', 'Saturday')]",AGENCYNew Delhi: The Enforcement Directorate on Saturday alleged Jet Airways founder Naresh Goyal &#8220;structured&#8221; a number of tax evading schemes and siphoned off huge funds in foreign jurisdictions.,off
6173,1357,Naresh Goyal created tax evading schemes to siphon off funds abroad: ED,"[('2019-08-23', 'Friday')]","The Enforcement Directorate had carried out searches on Friday at a dozen locations of Jet Airways founder Naresh Goyal, Jet Airways founder Naresh Goyal's firms and partner agencies in Mumbai and Delhi on charges [&#8230;]",off
6174,1358,DDC Ramban interacts with locals,"[('2019-08-24', 'today')]","STATE TIMES NEWS RAMBAN: District Development Commissioner (DDC), Nazim Zai Khan today conducted extensive tour of far off area Neel Batoo of Banihal and listened to the public grievances besides assessing the status of prevailing situation, availability of essential supplies and progress of development works.",off
6175,1358,DDC Ramban interacts with locals,[],"District Development Commissioner (DDC), Nazim Zai Khan also conducted the public outreach camps at far off area Neel Batoo of Banihal [&#8230;]",off
6176,1359,"Ladakhis want peace, but won’t back out if war comes: Namgyal",[],"STATE TIMES NEWSLeh: Ladakh BJP MP, Jamyang Tsering Namgyal has said that the development in the region has taken a hit due to the successive wars fought in the region and the region's people want peace now.",hit
6177,1359,"Ladakhis want peace, but won’t back out if war comes: Namgyal",[],"But, Jamyang Tsering Namgyal asserted, that Ladakhis are &#8220;true patriots&#8221; and will not back out if it comes to another [&#8230;]",hit
6178,1360,Two injured in bus-matador collision,"[('2019-08-25', 'Sunday')]",STATE TIMES NEWS JAMMU: Two persons got injured in a bus-matador collision at Rehari area on Sunday.,hit
6179,1360,Two injured in bus-matador collision,[],"As per the details, matador hit a bus near Rehari area as a result Two persons got injured who were shifted to hospital for treatment.",hit
6180,1360,Two injured in bus-matador collision,[],"Two persons have been identified as Shazia Akhter, wife of Shahzad Akhter, [&#8230;]",hit
6181,1361,Would love to do grey characters: Kareena Kapoor Khan,[],"Mumbai: Kareena Kapoor Khan is one short of turning 20 in the Hindi film industry and Kareena Kapoor Khan says Kareena Kapoor Khan is game for playing layered, grey characters.",film
6182,1361,Would love to do grey characters: Kareena Kapoor Khan,[],The actor&#8217;s first negative role came with 2004&#8217;s &#8220;Fida&#8221; in which Kareena Kapoor Khan portrayed a scheming woman who sets up a man to take the fall for a scheming woman who sets up a man to take the fall for her lover's lover.,film
6183,1361,Would love to do grey characters: Kareena Kapoor Khan,[],[&#8230;],film
6184,1362,SRTC VRS employees reiterate demands,"[('2019-08-21', 'Wednesday')]",STATE TIMES NEWSJAMMU: All J&#38;K SRTC VRS employees on Wednesday staged a protest against callous approach of the government for not clearing All J&#38;K SRTC VRS employees's pending dues.,protest
6185,1362,SRTC VRS employees reiterate demands,[],"a protest against callous approach of the government for not clearing their pending dues was led by President of J&#38;K SRTC Volunteer Retired Employees Association Union, Dev Raj Bali, who while addressing All J&#38;K SRTC VRS employees, criticised the attitude of higher authorities of [&#8230;]",protest
6186,1363,DIALOGUE OPTION,[],With cross-border infiltration and the patent stone throwing coming to low ebb there has been a quantum change in the Kashmir Valley environment.,violence
6187,1363,DIALOGUE OPTION,[],But what is visible could be disturbing.,violence
6188,1363,DIALOGUE OPTION,[],One cannot make a straight presumption as the situation is bit confusing.,violence
6189,1363,DIALOGUE OPTION,[],Compared to yesteryears the rate of violence has come down come has [&#8230;],violence
6190,1364,Ten assault cases reported,"[('2019-08-22', 'Thursday')]","STATE TIMES NEWS JAMMU: Ten assault cases have been reported here on Thursday.&#160;&#160; As per the details, Pyari Devi, wife of Som Nath and Pyari Devi, wife of Som Nath's son Sanjay, resident of Jagti were injured in a clash and were shifted to hospital for treatment.",assault
6191,1364,Ten assault cases reported,[],"Police has taken cognizance in the matter and started investigation.&#160;&#160;&#160; &#160; Meanwhile, Sunny [&#8230;]",assault
6192,1365,WIN FOR INDIA,[],It is a big win for India&#8217;s crusade against terrorism perpetuated by the neighbouring nation which has been adamant to keep a stoic stand of denial always.,crusade
6193,1365,WIN FOR INDIA,[],"The Financial Action Task Force&#8217;s Asia Pacific Group (FATF), a global watchdog for terror financing and money laundering has placed Pakistan in a terror &#8216;blacklist&#8217; for its failure [&#8230;]",crusade
6194,1366,Army organises medical camp,[],"State Times News POONCH: As part of Mission Reach Out, army organised a Medical Camp at Village Salotri, District Poonch.",campaign
6195,1366,Army organises medical camp,[],"An extensive door to door medical aid campaign was conducted by army to render medical aid at Village Salotri, District Poonch since Village Salotri, District Poonch lies in close proximity to the Line of Control [&#8230;]",campaign
6196,1367,Situation in Kashmir remained peaceful: Officials,"[('2019-08-23', 'Friday')]","STATE TIMES NEWSSrinagar: The situation in main city and the rest of the Valley remained peaceful on Friday after the afternoon prayers, officials said as authorities imposed fresh restrictions to ward off trouble.",off
6197,1367,Situation in Kashmir remained peaceful: Officials,[],"Restrictions in some sensitive parts of main city and other places continued to maintain law and order, officials said.",off
6198,1367,Situation in Kashmir remained peaceful: Officials,[],"Earlier this week, curbs [&#8230;]",off
6199,1368,NKorea fires ‘unidentified projectiles’ into sea: Seoul,"[('2019-08-24', 'Saturday')]","Seoul: North Korea Saturday fired two &#8220;unidentified projectiles&#8221; into the sea off North Korea's eastern coast, South Korea&#8217;s military said, the latest in a series of launches by North Korea.",off
6200,1368,NKorea fires ‘unidentified projectiles’ into sea: Seoul,[],"&#8220;Our military is tracking the movement in the North in case of additional launches,&#8221; the Joint Chiefs of Staff in a statement.",off
6201,1368,NKorea fires ‘unidentified projectiles’ into sea: Seoul,[],South Korea&#8217;s presidential Blue House [&#8230;],off
6202,1369,Murder of youth in Manjakote due to overdose: Police files chargesheet against five friends,[],STATE TIMES NEWS RAJOURI: Jammu and Kashmir police in Rajouri district has completed investigation in a case of murder of a youth and has filed chargesheet against five friends of a youth who overdosed a youth with drugs.,murder
6203,1369,Murder of youth in Manjakote due to overdose: Police files chargesheet against five friends,[],five friends of the murdered youth who overdosed him with drugs have confessed to five friends of the murdered youth who overdosed him with drugs's crime and have been sent to judicial custody in district [&#8230;],murder
6204,1370,Woman killed in mishap,"[('2019-08-25', 'Sunday')]",STATE TIMES NEWS JAMMU: A woman was killed in a road mishap in Domana area on Sunday.,hit
6205,1370,Woman killed in mishap,[],"As per the details, A woman got injured after the bike on which A woman was travelling was hit by a truck.",hit
6206,1370,Woman killed in mishap,[],A woman was shifted to hospital where doctors declared A woman as [&#8230;],hit
6207,1371,Irani reviews implementation of Poshan Abhiyan in Meghalaya,"[('2019-08-26', 'Monday')]",AGENCYShillong: Women and Child Development (WCD) Minister Smriti Irani reviewed the implementation of the national nutrition mission in Meghalaya with Chief Minister Conrad Sangma on Monday.,down
6208,1371,Irani reviews implementation of Poshan Abhiyan in Meghalaya,[],"the national nutrition mission in Meghalaya, &#8216;Poshan Abhiyan&#8217;, aims to bring down stunting of children in the age group of 0-6 years from 38.4 per cent to 25 per cent by [&#8230;]",down
6209,1372,"Police solves murder case in hours, accused arrested","[('2019-08-26', 'Monday')]",STATE TIMES NEWSJAMMU: Police on Monday solved a murder case of a man by arresting the accused in Bagh-e-Bahu area here.,murder
6210,1372,"Police solves murder case in hours, accused arrested","[('2019-08-26', 'Monday morning')]","&#8220;On Monday morning police received an information that dead body of a man was lying inside a community hall,&#8221; Vinay Sharma, SP South told reporters here.",murder
6211,1372,"Police solves murder case in hours, accused arrested",[],[&#8230;],murder
6212,1373,Ramnagar accident: DDC meets injured at DH Udhampur,"[('2019-08-28', 'today')]","STATE TIMES NEWSUDHAMPUR: District Development Commissioner, Dr. Piyush Singla today visited District Hospital (DH) Udhampur to take stock of Medicare facilities being provided to the persons injured in Ramnagar accident.",take
6213,1373,Ramnagar accident: DDC meets injured at DH Udhampur,[],"Forty five persons were injured when an overloaded mini Bus fell into a gorge at Chanunta, here the other day.",take
6214,1373,Ramnagar accident: DDC meets injured at DH Udhampur,[],The DDC interacted with the [&#8230;],take
6215,1374,Eight assault cases reported,"[('2019-08-28', 'Wednesday')]",STATE TIMES NEWS JAMMU: Eight assault cases have been reported in city on Wednesday.,assault
6216,1374,Eight assault cases reported,[],"As per the details, Suresh Kumar, resident of Rani Talab lodged a complaint with Satwari Police that Gora and Kala attacked Suresh Kumar, resident of Rani Talab over an old dispute.",assault
6217,1374,Eight assault cases reported,[],Gangyal Police also registered a case for assaulting an unknown person.,assault
6218,1374,Eight assault cases reported,[],Satwari Police registered an [&#8230;],assault
6219,1375,Advisor Kumar takes appraisal of healthcare facilities at SMHS hospital,"[('2019-08-27', 'Tuesday')]","STATE TIMES NEWSSRINAGAR: Advisor to the Governor, K Vijay Kumar, on Tuesday visited SMHS Hospital and took stock of the healthcare facilities available for the patients.",round
6220,1375,Advisor Kumar takes appraisal of healthcare facilities at SMHS hospital,[],"Principal GMC Srinagar Dr Pervez Shah, all HoDs, senior doctors and Medical Superintendents of all Associated Hospitals were present on the occasion.",round
6221,1375,Advisor Kumar takes appraisal of healthcare facilities at SMHS hospital,[],"Advisor to the Governor, K Vijay Kumar took round of various units [&#8230;]",round
6222,1376,"Forget Srinagar, save Muzaffarabad: Bhutto tells Imran",[],"Agency Islamabad: Pakistan Opposition leader Bilawal Bhutto Zardari has slammed Prime Minister Imran Khan for Prime Minister Imran Khan's &#8220;complete failure&#8221; on handling the Kashmir issue, asserting that earlier Pakistan&#8217;s policy was how to take Srinagar from India, but now the concern is how to save Muzaffarabad, the capital of PoK.",take
6223,1376,"Forget Srinagar, save Muzaffarabad: Bhutto tells Imran","[('2019-08-26', 'Monday')]","Addressing media persons in Rawalpindi on Monday, [&#8230;]",take
6224,1377,Shilpa Shetty to be Punit Balana’s showstopper at LFW,"[('2019-08-21', 'Wednesday')]","Mumbai: Shilpa Shetty is all set to walk for Punit Balana at the Lakme Fashion Week (LFW) Winter/Festive 2019 edition, which kicks off on Wednesday.",off
6225,1377,Shilpa Shetty to be Punit Balana’s showstopper at LFW,"[('2019-08-25', 'Sunday')]","Shilpa Shetty will lead the collection, &#8220;Rabari&#8221;, which will be showcased on Sunday.",off
6226,1377,Shilpa Shetty to be Punit Balana’s showstopper at LFW,[],Shilpa Shetty said Shilpa Shetty loves Punit&#8217;s design sensibilities and is looking forward to turning Punit Balana's showstopper.,off
6227,1377,Shilpa Shetty to be Punit Balana’s showstopper at LFW,[],&#8220;His silhouettes [&#8230;],off
6228,1378,Five assault cases reported,"[('2019-08-21', 'Wednesday')]",State Times News JAMMU: Five assault cases have been reported in city on Wednesday.,assault
